position,positionText,points,wins,constructorId,season,round
7,7,8,0,toyota,2006,8
8,8,8,0,red_bull,2006,8
9,9,0,0,toro_rosso,2006,8
10,10,0,0,mf1,2006,8
11,11,0,0,super_aguri,2006,8
1,1,149,10,williams,1996,14
2,2,61,0,benetton,1996,14
3,3,58,3,ferrari,1996,14
4,4,45,0,mclaren,1996,14
5,5,20,0,jordan,1996,14
6,6,15,1,ligier,1996,14
7,7,10,0,sauber,1996,14
8,8,5,0,tyrrell,1996,14
9,9,1,0,footwork,1996,14
10,10,0,0,minardi,1996,14
11,11,0,0,forti,1996,14
1,1,58,4,williams,1992,4
2,2,17,0,benetton,1992,4
3,3,12,0,mclaren,1992,4
4,4,9,0,ferrari,1992,4
5,5,3,0,footwork,1992,4
6,6,2,0,tyrrell,1992,4
7,7,2,0,team_lotus,1992,4
8,8,1,0,dallara,1992,4
9,9,0,0,ligier,1992,4
10,10,0,0,minardi,1992,4
11,11,0,0,march,1992,4
12,12,0,0,larrousse,1992,4
13,13,0,0,jordan,1992,4
14,14,0,0,brabham,1992,4
1,1,33,3,mclaren,1988,3
2,2,20,0,ferrari,1988,3
3,3,9,0,team_lotus,1988,3
4,4,6,0,arrows,1988,3
5,5,4,0,benetton,1988,3
6,6,2,0,tyrrell,1988,3
7,7,1,0,williams,1988,3
8,8,0,0,larrousse,1988,3
9,9,0,0,ligier,1988,3
10,10,0,0,osella,1988,3
11,11,0,0,march,1988,3
12,12,0,0,ags,1988,3
13,13,0,0,minardi,1988,3
14,14,0,0,rial,1988,3
15,15,0,0,coloni,1988,3
16,16,0,0,zakspeed,1988,3
17,17,0,0,eurobrun,1988,3
18,18,0,0,dallara,1988,3
1,1,67,3,williams,1981,10
2,2,43,3,brabham,1981,10
3,3,28,2,ferrari,1981,10
4,4,25,0,ligier,1981,10
5,5,24,1,renault,1981,10
6,6,21,1,mclaren,1981,10
7,7,13,0,team_lotus,1981,10
8,8,10,0,arrows,1981,10
9,9,10,0,tyrrell,1981,10
10,10,4,0,ensign,1981,10
11,11,3,0,alfa,1981,10
12,12,1,0,theodore,1981,10
13,13,1,0,ats,1981,10
14,14,0,0,fittipaldi,1981,10
15,15,0,0,march,1981,10
16,16,0,0,osella,1981,10
17,17,0,0,toleman,1981,10
1,1,83,5,mclaren,1991,10
2,2,81,4,williams,1991,10
3,3,35,0,ferrari,1991,10
4,4,23,1,benetton,1991,10
5,5,13,0,jordan,1991,10
6,6,11,0,tyrrell,1991,10
7,7,5,0,dallara,1991,10
8,8,3,0,minardi,1991,10
9,9,3,0,team_lotus,1991,10
10,10,1,0,leyton,1991,10
11,11,1,0,lola,1991,10
12,12,1,0,larrousse,1991,10
13,13,0,0,ligier,1991,10
14,14,0,0,lambo,1991,10
15,15,0,0,brabham,1991,10
16,16,0,0,ags,1991,10
17,17,0,0,footwork,1991,10
18,18,0,0,fondmetal,1991,10
19,19,0,0,coloni,1991,10
1,1,366,9,mercedes,2014,10
2,2,188,1,red_bull,2014,10
3,3,121,0,williams,2014,10
4,4,116,0,ferrari,2014,10
5,5,98,0,force_india,2014,10
6,6,96,0,mclaren,2014,10
7,7,15,0,toro_rosso,2014,10
8,8,8,0,lotus_f1,2014,10
9,9,2,0,marussia,2014,10
10,10,0,0,sauber,2014,10
11,11,0,0,caterham,2014,10
1,1,237,3,mercedes,2018,8
2,2,214,3,ferrari,2018,8
3,3,164,2,red_bull,2018,8
4,4,62,0,renault,2018,8
5,5,40,0,mclaren,2018,8
6,6,28,0,force_india,2018,8
7,7,27,0,haas,2018,8
8,8,19,0,toro_rosso,2018,8
9,9,13,0,sauber,2018,8
10,10,4,0,williams,2018,8
1,1,158,9,ferrari,2004,10
2,2,79,1,renault,2004,10
3,3,62,0,bar,2004,10
4,4,37,0,williams,2004,10
5,5,22,0,mclaren,2004,10
6,6,15,0,sauber,2004,10
7,7,8,0,toyota,2004,10
8,8,5,0,jordan,2004,10
9,9,3,0,jaguar,2004,10
10,10,1,0,minardi,2004,10
1,1,92,7,team_lotus,1973,15
2,2,82,5,tyrrell,1973,15
3,3,58,3,mclaren,1973,15
4,4,22,0,brabham,1973,15
5,5,14,0,march,1973,15
6,6,12,0,ferrari,1973,15
7,7,12,0,brm,1973,15
8,8,9,0,shadow,1973,15
9,9,7,0,surtees,1973,15
10,10,2,0,iso_marlboro,1973,15
11,11,1,0,tecno,1973,15
12,12,0,0,ensign,1973,15
1,1,186,8,ferrari,2007,16
2,2,94,0,bmw_sauber,2007,16
3,3,51,0,renault,2007,16
4,4,28,0,williams,2007,16
5,5,24,0,red_bull,2007,16
6,6,12,0,toyota,2007,16
7,7,8,0,toro_rosso,2007,16
8,8,6,0,honda,2007,16
9,9,4,0,super_aguri,2007,16
10,10,1,0,spyker,2007,16
11,E,210,8,mclaren,2007,16
1,1,540,10,mercedes,2017,16
2,2,395,4,ferrari,2017,16
3,3,303,2,red_bull,2017,16
4,4,147,0,force_india,2017,16
5,5,66,0,williams,2017,16
6,6,52,0,toro_rosso,2017,16
7,7,43,0,haas,2017,16
8,8,42,0,renault,2017,16
9,9,23,0,mclaren,2017,16
10,10,5,0,sauber,2017,16
1,1,24,2,mclaren,1984,3
2,2,13,1,ferrari,1984,3
3,3,12,0,renault,1984,3
4,4,9,0,williams,1984,3
5,5,6,0,team_lotus,1984,3
6,6,6,0,alfa,1984,3
7,7,2,0,ligier,1984,3
8,8,2,0,toleman,1984,3
9,9,1,0,arrows,1984,3
10,10,0,0,ram,1984,3
11,11,0,0,spirit,1984,3
12,12,0,0,brabham,1984,3
13,13,0,0,tyrrell,1984,3
14,14,0,0,ats,1984,3
15,15,0,0,osella,1984,3
1,1,51,2,ferrari,1997,7
2,2,43,4,williams,1997,7
3,3,23,0,benetton,1997,7
4,4,21,1,mclaren,1997,7
5,5,16,0,prost,1997,7
6,6,12,0,jordan,1997,7
7,7,8,0,sauber,1997,7
8,8,6,0,stewart,1997,7
9,9,2,0,tyrrell,1997,7
10,10,0,0,arrows,1997,7
11,11,0,0,minardi,1997,7
12,12,0,0,lola,1997,7
1,1,45,5,ferrari,1961,8
2,2,35,3,lotus-climax,1961,8
3,3,22,0,porsche,1961,8
4,4,14,0,cooper-climax,1961,8
5,5,7,0,brm,1961,8
6,6,0,0,cooper-maserati,1961,8
7,7,0,0,gilby,1961,8
8,8,0,0,lotus-maserati,1961,8
9,9,0,0,de_tomaso-alfa_romeo,1961,8
10,10,0,0,emeryson,1961,8
11,11,0,0,de_tomaso-osca,1961,8
12,12,0,0,jbw,1961,8
13,13,0,0,mbm,1961,8
1,1,59,6,team_lotus,1970,13
2,2,52,4,ferrari,1970,13
3,3,48,1,march,1970,13
4,4,35,1,brabham,1970,13
5,5,35,0,mclaren-ford,1970,13
6,6,23,1,brm,1970,13
7,7,23,0,matra,1970,13
8,8,3,0,surtees,1970,13
9,9,0,0,mclaren-alfa_romeo,1970,13
10,10,0,0,tomaso,1970,13
11,11,0,0,tyrrell,1970,13
12,12,0,0,bellasi,1970,13
1,1,301,7,mercedes,2014,8
2,2,143,1,red_bull,2014,8
3,3,98,0,ferrari,2014,8
4,4,87,0,force_india,2014,8
5,5,85,0,williams,2014,8
6,6,72,0,mclaren,2014,8
7,7,12,0,toro_rosso,2014,8
8,8,8,0,lotus_f1,2014,8
9,9,2,0,marussia,2014,8
10,10,0,0,sauber,2014,8
11,11,0,0,caterham,2014,8
1,1,164,10,williams,1992,16
2,2,99,5,mclaren,1992,16
3,3,91,1,benetton,1992,16
4,4,21,0,ferrari,1992,16
5,5,13,0,team_lotus,1992,16
6,6,8,0,tyrrell,1992,16
7,7,6,0,footwork,1992,16
8,8,6,0,ligier,1992,16
9,9,3,0,march,1992,16
10,10,2,0,dallara,1992,16
11,11,1,0,jordan,1992,16
12,12,1,0,minardi,1992,16
13,13,1,0,larrousse,1992,16
14,14,0,0,fondmetal,1992,16
15,15,0,0,brabham,1992,16
1,1,74,3,ferrari,1982,16
2,2,69,4,mclaren,1982,16
3,3,62,4,renault,1982,16
4,4,58,1,williams,1982,16
5,5,41,2,brabham,1982,16
6,6,30,1,team_lotus,1982,16
7,7,25,1,tyrrell,1982,16
8,8,20,0,ligier,1982,16
9,9,7,0,alfa,1982,16
10,10,5,0,arrows,1982,16
11,11,4,0,ats,1982,16
12,12,3,0,osella,1982,16
13,13,1,0,fittipaldi,1982,16
14,14,0,0,march,1982,16
15,15,0,0,ensign,1982,16
16,16,0,0,toleman,1982,16
17,17,0,0,theodore,1982,16
1,1,18,2,renault,1980,4
2,2,18,1,brabham,1980,4
3,3,15,1,williams,1980,4
4,4,14,0,ligier,1980,4
5,5,8,0,arrows,1980,4
6,6,8,0,fittipaldi,1980,4
7,7,6,0,team_lotus,1980,4
8,8,6,0,mclaren,1980,4
9,9,3,0,tyrrell,1980,4
10,10,2,0,alfa,1980,4
11,11,2,0,ferrari,1980,4
12,12,0,0,ats,1980,4
13,13,0,0,ensign,1980,4
14,14,0,0,shadow,1980,4
15,15,0,0,osella,1980,4
1,1,65,5,mclaren,1989,7
2,2,35,1,williams,1989,7
3,3,15,1,ferrari,1989,7
4,4,13,0,benetton,1989,7
5,5,10,0,tyrrell,1989,7
6,6,8,0,dallara,1989,7
7,7,8,0,arrows,1989,7
8,8,5,0,brabham,1989,7
9,9,4,0,march,1989,7
10,10,3,0,team_lotus,1989,7
11,11,3,0,rial,1989,7
12,12,3,0,ligier,1989,7
13,13,2,0,onyx,1989,7
14,14,1,0,ags,1989,7
15,15,0,0,larrousse,1989,7
16,16,0,0,osella,1989,7
17,17,0,0,coloni,1989,7
18,18,0,0,minardi,1989,7
19,19,0,0,zakspeed,1989,7
20,20,0,0,eurobrun,1989,7
1,1,104,8,benetton,1995,12
2,2,80,3,williams,1995,12
3,3,57,1,ferrari,1995,12
4,4,21,0,mclaren,1995,12
5,5,17,0,sauber,1995,12
6,6,16,0,ligier,1995,12
7,7,14,0,jordan,1995,12
8,8,2,0,tyrrell,1995,12
9,9,1,0,footwork,1995,12
10,10,0,0,minardi,1995,12
11,11,0,0,pacific,1995,12
12,12,0,0,forti,1995,12
13,13,0,0,simtek,1995,12
1,1,79,6,mclaren,1985,12
2,2,77,2,ferrari,1985,12
3,3,54,2,team_lotus,1985,12
4,4,25,1,williams,1985,12
5,5,24,1,brabham,1985,12
6,6,15,0,renault,1985,12
7,7,13,0,ligier,1985,12
8,8,9,0,arrows,1985,12
9,9,4,0,tyrrell,1985,12
10,10,0,0,alfa,1985,12
11,11,0,0,osella,1985,12
12,12,0,0,ram,1985,12
13,13,0,0,minardi,1985,12
14,14,0,0,zakspeed,1985,12
15,15,0,0,toleman,1985,12
16,16,0,0,spirit,1985,12
17,17,0,0,lola,1985,12
1,1,122,6,mclaren,2000,12
2,2,111,6,ferrari,2000,12
3,3,24,0,williams,2000,12
4,4,18,0,benetton,2000,12
5,5,12,0,jordan,2000,12
6,6,12,0,bar,2000,12
7,7,6,0,sauber,2000,12
8,8,4,0,arrows,2000,12
9,9,3,0,jaguar,2000,12
10,10,0,0,minardi,2000,12
11,11,0,0,prost,2000,12
1,1,40,5,cooper-climax,1959,9
2,2,32,2,ferrari,1959,9
3,3,18,1,brm,1959,9
4,4,5,0,team_lotus,1959,9
5,5,0,0,aston_martin,1959,9
6,6,0,0,cooper-maserati,1959,9
7,7,0,0,kurtis_kraft,1959,9
8,8,0,0,porsche,1959,9
9,9,0,0,maserati,1959,9
10,10,0,0,cooper-borgward,1959,9
11,11,0,0,cooper-osca,1959,9
12,12,0,0,tec-mec,1959,9
13,13,0,0,connaught,1959,9
14,14,0,0,jbw,1959,9
15,15,0,0,vanwall,1959,9
16,16,0,0,fry,1959,9
1,1,312,6,red_bull,2010,12
2,2,304,4,mclaren,2010,12
3,3,238,2,ferrari,2010,12
4,4,132,0,mercedes,2010,12
5,5,106,0,renault,2010,12
6,6,47,0,force_india,2010,12
7,7,40,0,williams,2010,12
8,8,23,0,sauber,2010,12
9,9,10,0,toro_rosso,2010,12
10,10,0,0,lotus_racing,2010,12
11,11,0,0,hrt,2010,12
12,12,0,0,virgin,2010,12
1,1,95,4,ferrari,1977,17
2,2,62,5,team_lotus,1977,17
3,3,60,3,mclaren,1977,17
4,4,55,3,wolf,1977,17
5,5,27,0,brabham,1977,17
6,6,27,0,tyrrell,1977,17
7,7,23,1,shadow,1977,17
8,8,18,1,ligier,1977,17
9,9,11,0,fittipaldi,1977,17
10,10,10,0,ensign,1977,17
11,11,6,0,surtees,1977,17
12,12,1,0,penske,1977,17
13,13,0,0,march,1977,17
14,14,0,0,hesketh,1977,17
15,15,0,0,kojima,1977,17
16,16,0,0,lec,1977,17
17,17,0,0,brm,1977,17
18,18,0,0,renault,1977,17
19,19,0,0,boro,1977,17
20,20,0,0,apollon,1977,17
21,21,0,0,mcguire,1977,17
1,1,142,8,ferrari,2004,9
2,2,66,1,renault,2004,9
3,3,58,0,bar,2004,9
4,4,36,0,williams,2004,9
5,5,17,0,mclaren,2004,9
6,6,15,0,sauber,2004,9
7,7,8,0,toyota,2004,9
8,8,5,0,jordan,2004,9
9,9,3,0,jaguar,2004,9
10,10,1,0,minardi,2004,9
1,1,45,2,williams,1987,6
2,2,39,2,mclaren,1987,6
3,3,30,2,team_lotus,1987,6
4,4,17,0,ferrari,1987,6
5,5,4,0,brabham,1987,6
6,6,4,0,arrows,1987,6
7,7,4,0,benetton,1987,6
8,8,3,0,tyrrell,1987,6
9,9,2,0,zakspeed,1987,6
10,10,1,0,ligier,1987,6
11,11,1,0,march,1987,6
12,12,0,0,larrousse,1987,6
13,13,0,0,ags,1987,6
14,14,0,0,osella,1987,6
15,15,0,0,minardi,1987,6
1,1,55,5,tyrrell,1971,9
2,2,32,2,ferrari,1971,9
3,3,30,2,brm,1971,9
4,4,24,0,march-ford,1971,9
5,5,19,0,lotus-ford,1971,9
6,6,9,0,matra,1971,9
7,7,8,0,surtees,1971,9
8,8,6,0,mclaren,1971,9
9,9,5,0,brabham,1971,9
10,10,0,0,lotus-pw,1971,9
11,11,0,0,march-alfa_romeo,1971,9
12,12,0,0,bellasi,1971,9
1,1,20,2,benetton,1994,2
2,2,10,0,ferrari,1994,2
3,3,7,0,jordan,1994,2
4,4,6,0,williams,1994,2
5,5,3,0,footwork,1994,2
6,6,3,0,sauber,1994,2
7,7,2,0,tyrrell,1994,2
8,8,1,0,larrousse,1994,2
9,9,0,0,team_lotus,1994,2
10,10,0,0,minardi,1994,2
11,11,0,0,ligier,1994,2
12,12,0,0,simtek,1994,2
13,13,0,0,mclaren,1994,2
14,14,0,0,pacific,1994,2
1,1,593,15,mercedes,2016,17
2,2,385,2,red_bull,2016,17
3,3,335,0,ferrari,2016,17
4,4,134,0,force_india,2016,17
5,5,124,0,williams,2016,17
6,6,62,0,mclaren,2016,17
7,7,47,0,toro_rosso,2016,17
8,8,28,0,haas,2016,17
9,9,8,0,renault,2016,17
10,10,1,0,manor,2016,17
11,11,0,0,sauber,2016,17
1,1,195,8,renault,2006,17
2,2,186,8,ferrari,2006,17
3,3,105,0,mclaren,2006,17
4,4,78,1,honda,2006,17
5,5,36,0,bmw_sauber,2006,17
6,6,35,0,toyota,2006,17
7,7,16,0,red_bull,2006,17
8,8,11,0,williams,2006,17
9,9,1,0,toro_rosso,2006,17
10,10,0,0,mf1,2006,17
11,11,0,0,super_aguri,2006,17
12,12,0,0,spyker_mf1,2006,17
1,1,83,6,ferrari,1976,16
2,2,74,6,mclaren,1976,16
3,3,71,1,tyrrell,1976,16
4,4,29,1,team_lotus,1976,16
5,5,20,1,penske,1976,16
6,6,20,0,ligier,1976,16
7,7,19,1,march,1976,16
8,8,10,0,shadow,1976,16
9,9,9,0,brabham-alfa_romeo,1976,16
10,10,7,0,surtees,1976,16
11,11,3,0,fittipaldi,1976,16
12,12,2,0,ensign,1976,16
13,13,1,0,parnelli,1976,16
14,14,0,0,hesketh,1976,16
15,15,0,0,wolf,1976,16
16,16,0,0,boro,1976,16
17,17,0,0,williams,1976,16
18,18,0,0,kojima,1976,16
19,19,0,0,brabham-ford,1976,16
20,20,0,0,brm,1976,16
21,21,0,0,maki,1976,16
1,1,451,8,red_bull,2011,13
2,2,325,4,mclaren,2011,13
3,3,254,1,ferrari,2011,13
4,4,108,0,mercedes,2011,13
5,5,70,0,renault,2011,13
6,6,36,0,force_india,2011,13
7,7,35,0,sauber,2011,13
8,8,29,0,toro_rosso,2011,13
9,9,5,0,williams,2011,13
10,10,0,0,lotus_racing,2011,13
11,11,0,0,hrt,2011,13
12,12,0,0,virgin,2011,13
1,1,140,7,ferrari,2001,13
2,2,72,3,mclaren,2001,13
3,3,59,3,williams,2001,13
4,4,20,0,sauber,2001,13
5,5,16,0,bar,2001,13
6,6,15,0,jordan,2001,13
7,7,6,0,benetton,2001,13
8,8,5,0,jaguar,2001,13
9,9,4,0,prost,2001,13
10,10,1,0,arrows,2001,13
11,11,0,0,minardi,2001,13
1,1,107.5,9,mclaren,1984,13
2,2,45,0,team_lotus,1984,13
3,3,40.5,1,ferrari,1984,13
4,4,34,0,renault,1984,13
5,5,33,2,brabham,1984,13
6,6,25.5,1,williams,1984,13
7,7,9,0,toleman,1984,13
8,8,6,0,alfa,1984,13
9,9,6,0,arrows,1984,13
10,10,3,0,ligier,1984,13
11,11,2,0,osella,1984,13
12,12,0,0,spirit,1984,13
13,13,0,0,ats,1984,13
14,14,0,0,ram,1984,13
15,15,0,0,tyrrell,1984,13
1,1,89,5,williams,1994,13
2,2,87,7,benetton,1994,13
3,3,58,1,ferrari,1994,13
4,4,34,0,mclaren,1994,13
5,5,20,0,jordan,1994,13
6,6,13,0,tyrrell,1994,13
7,7,11,0,ligier,1994,13
8,8,10,0,sauber,1994,13
9,9,9,0,footwork,1994,13
10,10,5,0,minardi,1994,13
11,11,2,0,larrousse,1994,13
12,12,0,0,team_lotus,1994,13
13,13,0,0,simtek,1994,13
14,14,0,0,pacific,1994,13
1,1,9,1,brabham,1983,1
2,2,4,0,mclaren,1983,1
3,3,3,0,williams,1983,1
4,4,2,0,ferrari,1983,1
5,5,1,0,arrows,1983,1
6,6,0,0,renault,1983,1
7,7,0,0,toleman,1983,1
8,8,0,0,tyrrell,1983,1
9,9,0,0,team_lotus,1983,1
10,10,0,0,theodore,1983,1
11,11,0,0,ram,1983,1
12,12,0,0,ats,1983,1
13,13,0,0,ligier,1983,1
14,14,0,0,alfa,1983,1
15,15,0,0,osella,1983,1
1,1,55,3,ferrari,1999,6
2,2,46,3,mclaren,1999,6
3,3,16,0,jordan,1999,6
4,4,14,0,benetton,1999,6
5,5,12,0,williams,1999,6
6,6,8,0,stewart,1999,6
7,7,2,0,prost,1999,6
8,8,2,0,sauber,1999,6
9,9,1,0,arrows,1999,6
10,10,0,0,bar,1999,6
11,11,0,0,minardi,1999,6
1,1,50,3,mclaren,1990,5
2,2,21,1,ferrari,1990,5
3,3,18,1,williams,1990,5
4,4,16,0,benetton,1990,5
5,5,14,0,tyrrell,1990,5
6,6,2,0,brabham,1990,5
7,7,2,0,arrows,1990,5
8,8,1,0,team_lotus,1990,5
9,9,1,0,larrousse,1990,5
10,10,0,0,minardi,1990,5
11,11,0,0,onyx,1990,5
12,12,0,0,ligier,1990,5
13,13,0,0,leyton,1990,5
14,14,0,0,osella,1990,5
15,15,0,0,eurobrun,1990,5
16,16,0,0,dallara,1990,5
17,17,0,0,ags,1990,5
18,18,0,0,coloni,1990,5
19,19,0,0,life,1990,5
1,1,295,8,mercedes,2016,9
2,2,192,0,ferrari,2016,9
3,3,168,1,red_bull,2016,9
4,4,92,0,williams,2016,9
5,5,59,0,force_india,2016,9
6,6,36,0,toro_rosso,2016,9
7,7,32,0,mclaren,2016,9
8,8,28,0,haas,2016,9
9,9,6,0,renault,2016,9
10,10,1,0,manor,2016,9
11,11,0,0,sauber,2016,9
1,1,112,8,williams,1997,15
2,2,86,4,ferrari,1997,15
3,3,62,1,benetton,1997,15
4,4,44,2,mclaren,1997,15
5,5,33,0,jordan,1997,15
6,6,21,0,prost,1997,15
7,7,15,0,sauber,1997,15
8,8,9,0,arrows,1997,15
9,9,6,0,stewart,1997,15
10,10,2,0,tyrrell,1997,15
11,11,0,0,minardi,1997,15
12,12,0,0,lola,1997,15
1,1,137,9,williams,1987,15
2,2,76,3,mclaren,1987,15
3,3,64,2,team_lotus,1987,15
4,4,38,1,ferrari,1987,15
5,5,24,0,benetton,1987,15
6,6,11,0,arrows,1987,15
7,7,10,0,brabham,1987,15
8,8,8,0,tyrrell,1987,15
9,9,3,0,larrousse,1987,15
10,10,2,0,zakspeed,1987,15
11,11,1,0,ligier,1987,15
12,12,1,0,march,1987,15
13,13,0,0,ags,1987,15
14,14,0,0,minardi,1987,15
15,15,0,0,osella,1987,15
16,16,0,0,coloni,1987,15
1,1,54,6,lotus-climax,1965,10
2,2,45,3,brm,1965,10
3,3,27,0,brabham-climax,1965,10
4,4,26,0,ferrari,1965,10
5,5,14,0,cooper-climax,1965,10
6,6,11,1,honda,1965,10
7,7,5,0,brabham-brm,1965,10
8,8,2,0,lotus-brm,1965,10
9,9,0,0,brabham-ford,1965,10
10,10,0,0,alfa,1965,10
11,11,0,0,lds-alfa_romeo,1965,10
12,12,0,0,cooper-ford,1965,10
13,13,0,0,lds-climax,1965,10
14,14,0,0,lotus-ford,1965,10
15,15,0,0,re,1965,10
16,16,0,0,cooper-maserati,1965,10
1,1,48,3,benetton,1995,6
2,2,41,1,ferrari,1995,6
3,3,38,2,williams,1995,6
4,4,12,0,jordan,1995,6
5,5,8,0,mclaren,1995,6
6,6,4,0,ligier,1995,6
7,7,4,0,sauber,1995,6
8,8,1,0,footwork,1995,6
9,9,0,0,tyrrell,1995,6
10,10,0,0,minardi,1995,6
11,11,0,0,simtek,1995,6
12,12,0,0,pacific,1995,6
13,13,0,0,forti,1995,6
1,1,54,6,lotus-climax,1963,9
2,2,36,2,brm,1963,9
3,3,24,1,ferrari,1963,9
4,4,24,0,brabham,1963,9
5,5,23,0,cooper-climax,1963,9
6,6,6,0,brp,1963,9
7,7,5,0,porsche,1963,9
8,8,4,0,lotus-brm,1963,9
9,9,0,0,lola,1963,9
10,10,0,0,stebro,1963,9
11,11,0,0,scirocco,1963,9
12,12,0,0,ats,1963,9
13,13,0,0,gilby,1963,9
14,14,0,0,tomaso,1963,9
15,15,0,0,team_lotus,1963,9
16,16,0,0,cooper-maserati,1963,9
17,17,0,0,lotus-borgward,1963,9
18,18,0,0,de_tomaso-ferrari,1963,9
19,19,0,0,lotus-maserati,1963,9
1,1,50,4,ferrari,1975,10
2,2,42,1,brabham,1975,10
3,3,39.5,3,mclaren,1975,10
4,4,25,1,hesketh,1975,10
5,5,24,1,tyrrell,1975,10
6,6,6,0,team_lotus,1975,10
7,7,5,0,parnelli,1975,10
8,8,3.5,0,shadow-ford,1975,10
9,9,3,0,march,1975,10
10,10,2,0,penske,1975,10
11,11,1,0,hill,1975,10
12,12,0,0,williams,1975,10
13,13,0,0,surtees,1975,10
14,14,0,0,brm,1975,10
15,15,0,0,lola,1975,10
16,16,0,0,ensign,1975,10
17,17,0,0,fittipaldi,1975,10
18,18,0,0,lyncar,1975,10
19,19,0,0,maki,1975,10
1,1,189,13,ferrari,2002,15
2,2,86,1,williams,2002,15
3,3,57,1,mclaren,2002,15
4,4,20,0,renault,2002,15
5,5,11,0,sauber,2002,15
6,6,8,0,jaguar,2002,15
7,7,7,0,jordan,2002,15
8,8,6,0,bar,2002,15
9,9,2,0,minardi,2002,15
10,10,2,0,toyota,2002,15
11,11,2,0,arrows,2002,15
1,1,324,5,red_bull,2012,15
2,2,283,5,mclaren,2012,15
3,3,263,3,ferrari,2012,15
4,4,239,0,lotus_f1,2012,15
5,5,136,1,mercedes,2012,15
6,6,116,0,sauber,2012,15
7,7,81,0,force_india,2012,15
8,8,58,1,williams,2012,15
9,9,15,0,toro_rosso,2012,15
10,10,0,0,marussia,2012,15
11,11,0,0,caterham,2012,15
12,12,0,0,hrt,2012,15
1,1,15,1,team_lotus,1986,2
2,2,15,1,williams,1986,2
3,3,7,0,ligier,1986,2
4,4,7,0,mclaren,1986,2
5,5,4,0,benetton,1986,2
6,6,2,0,tyrrell,1986,2
7,7,0,0,arrows,1986,2
8,8,0,0,brabham,1986,2
9,9,0,0,lola,1986,2
10,10,0,0,ferrari,1986,2
11,11,0,0,osella,1986,2
12,12,0,0,zakspeed,1986,2
13,13,0,0,minardi,1986,2
1,1,102,6,renault,2005,11
2,2,87,4,mclaren,2005,11
3,3,74,1,ferrari,2005,11
4,4,54,0,toyota,2005,11
5,5,47,0,williams,2005,11
6,6,22,0,red_bull,2005,11
7,7,13,0,sauber,2005,11
8,8,11,0,jordan,2005,11
9,9,9,0,bar,2005,11
10,10,7,0,minardi,2005,11
1,1,96,5,ferrari,2008,9
2,2,82,1,bmw_sauber,2008,9
3,3,72,3,mclaren,2008,9
4,4,25,0,toyota,2008,9
5,5,24,0,red_bull,2008,9
6,6,16,0,williams,2008,9
7,7,15,0,renault,2008,9
8,8,14,0,honda,2008,9
9,9,7,0,toro_rosso,2008,9
10,10,0,0,force_india,2008,9
11,11,0,0,super_aguri,2008,9
1,1,426,9,mercedes,2015,11
2,2,242,2,ferrari,2015,11
3,3,161,0,williams,2015,11
4,4,108,0,red_bull,2015,11
5,5,50,0,lotus_f1,2015,11
6,6,49,0,force_india,2015,11
7,7,35,0,toro_rosso,2015,11
8,8,23,0,sauber,2015,11
9,9,17,0,mclaren,2015,11
10,10,0,0,manor,2015,11
1,1,96,5,mclaren,1990,11
2,2,63,4,ferrari,1990,11
3,3,42,2,williams,1990,11
4,4,40,0,benetton,1990,11
5,5,14,0,tyrrell,1990,11
6,6,7,0,leyton,1990,11
7,7,6,0,larrousse,1990,11
8,8,3,0,team_lotus,1990,11
9,9,2,0,arrows,1990,11
10,10,2,0,brabham,1990,11
11,11,0,0,minardi,1990,11
12,12,0,0,onyx,1990,11
13,13,0,0,ligier,1990,11
14,14,0,0,dallara,1990,11
15,15,0,0,osella,1990,11
16,16,0,0,ags,1990,11
17,17,0,0,eurobrun,1990,11
18,18,0,0,coloni,1990,11
19,19,0,0,life,1990,11
1,1,10,1,mclaren,1991,1
2,2,6,0,ferrari,1991,1
3,3,5,0,tyrrell,1991,1
4,4,4,0,benetton,1991,1
5,5,1,0,larrousse,1991,1
6,6,0,0,lambo,1991,1
7,7,0,0,ags,1991,1
8,8,0,0,minardi,1991,1
9,9,0,0,jordan,1991,1
10,10,0,0,brabham,1991,1
11,11,0,0,team_lotus,1991,1
12,12,0,0,williams,1991,1
13,13,0,0,footwork,1991,1
14,14,0,0,leyton,1991,1
15,15,0,0,ligier,1991,1
16,16,0,0,dallara,1991,1
17,17,0,0,coloni,1991,1
18,18,0,0,fondmetal,1991,1
1,1,32,2,mclaren,1998,2
2,2,8,0,williams,1998,2
3,3,7,0,ferrari,1998,2
4,4,4,0,benetton,1998,2
5,5,1,0,sauber,1998,2
6,6,0,0,jordan,1998,2
7,7,0,0,prost,1998,2
8,8,0,0,stewart,1998,2
1,1,80,4,williams,1980,11
2,2,55,2,ligier,1980,11
3,3,45,2,brabham,1980,11
4,4,38,3,renault,1980,11
5,5,12,0,tyrrell,1980,11
6,6,11,0,arrows,1980,11
7,7,9,0,fittipaldi,1980,11
8,8,8,0,mclaren,1980,11
9,9,7,0,team_lotus,1980,11
10,10,6,0,ferrari,1980,11
11,11,4,0,alfa,1980,11
12,12,0,0,ats,1980,11
13,13,0,0,ensign,1980,11
14,14,0,0,shadow,1980,11
15,15,0,0,osella,1980,11
1,1,29,2,mclaren,1982,5
2,2,22,2,renault,1982,5
3,3,20,0,williams,1982,5
4,4,16,1,ferrari,1982,5
5,5,10,0,tyrrell,1982,5
6,6,9,0,team_lotus,1982,5
